id,date_added,incident_date,city,state,crime_type,camera_role,outcome,summary,source_name,source_url,additional_sources,confidence
186,2026-08-14,,Perry,GA,abduction/missing person,LPR search located suspect vehicle in adjacent county,"suspect arrested, victim recovered safely","A 14-15 year old girl was abducted by a 35-year-old man in Perry, Georgia. Investigators used the Flock Safety LPR system to search for the suspect vehicle's license plate across multiple jurisdictions, locating it in Henry County within minutes, leading to the suspect's arrest and the victim's safe recovery.",govtech.com,https://www.govtech.com/public-safety/georgia-county-to-use-license-plate-readers-to-aid-investigations,,high
187,2026-08-14,2022-12-12,Tulsa,OK,vehicle theft,Flock alert identified stolen vehicle involved in armed robbery,arrest,"Tulsa police received a Flock Safety system alert about a vehicle stolen during an armed robbery. Officers attempted a traffic stop, but the driver fled, leading to a chase that ended near East Pine Street and North Sheridan Road, resulting in one arrest.",newson6.com,http://www.newson6.com/story/63970c8f7a09b8104dc5d39a/woman-accused-of-leading-tulsa-police-on-chase-in-stolen-vehicle-arrested-,,high
188,2026-08-14,2022-12-01,Franklin,VA,abduction/missing person,LPR tracking located suspect vehicle across multiple agency network,"child reunited with legal custodian, suspect located","Franklin Police used Flock Safety cameras to track a suspect vehicle in an abduction case where a biological parent violated custody rights on December 1, 2022. The license plate reader technology helped locate the vehicle in Suffolk within hours, reuniting the child with their legal custodian.",wtkr.com,https://www.wtkr.com/news/franklin-police-use-license-plate-reader-technology-to-solve-abduction-case,,high
189,2026-08-14,2022-12-07,Shorewood,IL,abduction/missing person,LPR hit located suspect vehicle in neighboring jurisdiction; added to hot list for regional law enforcement,missing person found safely,"A missing 78-year-old Shorewood man with dementia was located at a gas station in Tinley Park within an hour of being reported missing. Shorewood police used the Flock Safety LPR camera database to spot his vehicle in Posen, then placed it on a regional hot list that led to his discovery.",patch.com,https://patch.com/illinois/shorewood-il/missing-shorewood-man-78-found-license-plate-readers,,high
190,2026-08-14,2022-12-27,Hopkinsville,KY,vehicle theft,LPR alert identified stolen vehicle location,arrest,"A Flock camera detected a stolen vehicle from Georgia on McLean Avenue in Hopkinsville. The driver fled during a traffic stop attempt, leading to a pursuit and eventual apprehension after he fled on foot.",whopam.com,https://whopam.com/2022/12/27/tennessee-man-facing-charges-following-high-speed-christian-co-pursuit/,,high
191,2026-08-14,2022-12-13,Tulsa,OK,vehicle theft,LPR alert identified stolen truck,arrest,"Tulsa Police's Flock camera system detected a stolen truck near I-44 and Peoria at 3 a.m., triggering a response that led to a 50-minute chase and the driver's arrest.",newson6.com,http://www.newson6.com/story/6399aa3a2a8e180720168189/1-in-custody-after-earlymorning-chase-with-tulsa-police-,,high
192,2026-08-14,2023-01-19,Milledgeville,GA,fugitive apprehension,Flock alert identified wanted person in vehicle,Two arrests made,"A Flock security camera alert notified Deputy Saralynn Henderson that wanted fugitive Demarcus Braddy was inside a 2014 Honda Accord on Irwinton Road. The subsequent pursuit and investigation led to the arrest of Braddy and Jaylan Mason, who faced multiple felony charges including weapons offenses and theft.",unionrecorder.com,https://www.unionrecorder.com/news/chase-leads-to-2-arrests/article_b8758f24-9cba-11ed-bebd-a3c23d479ac8.html,,high
193,2026-08-14,2023-01-24,Forsyth,GA,vehicle theft,Flock alert located stolen vehicle,arrest,"A Flock Camera system alert led Monroe County Sheriff's Deputies to a stolen vehicle on Pate Road on January 24, 2023. The driver, Adonte Jordan, was arrested and found in possession of marijuana, ecstasy pills, psilocybin mushrooms, and a firearm, with multiple felony charges filed.",41nbc.com,https://www.41nbc.com/man-arrested-in-monroe-county-after-being-found-with-stolen-car-drugs-gun/,,high
194,2026-08-14,2023-01-03,Atlanta,GA,hit and run,LPR image identified suspect vehicle license plate,"suspect vehicle identified, reward offered for arrest","A 9-year-old boy, Jamal Dean, was killed in a hit-and-run on January 3, 2023, outside a southeast Atlanta recreation center. A Flock camera in nearby Hapeville captured the license plate of a red 2011 Toyota Tundra believed to be the suspect vehicle.",fox5atlanta.com,https://www.fox5atlanta.com/news/cleveland-avenue-boy-killed-hit-and-run-rosel-fann-rec-center-new-image-reward,,high
195,2026-08-14,2023-01-09,Lexington,KY,assault,LPR alert identified suspect vehicle location,arrests made,"Flock cameras in Lexington, Kentucky helped police identify and locate suspects in multiple cases, including the arrest of Glen McCormick after a multi-county pursuit and the arrests of Hunter Townsend and Keith Merritt following an assault on Versailles Road.",wtvq.com,https://www.wtvq.com/flock-cameras-help-in-recent-arrests/,,high
196,2026-08-14,2022-12-29,Milledgeville,GA,vehicle theft,FLOCK camera notification of stolen vehicle entry into county,arrest,"A Flock camera alerted Deputy Lt. Jerome Roberts that a stolen silver Ford Fusion was entering Baldwin County on December 29, 2022. The detection led to a traffic stop, high-speed chase, and the arrest of 17-year-old Fabian Martrell Johnson, who was charged with vehicle theft, firearms offenses, and felony evasion.",unionrecorder.com,https://www.unionrecorder.com/news/new-details-emerge-in-arrest-of-macon-teen-high-speed-chase/article_8b36abf2-8dff-11ed-80d9-87664c16f859.html,https://www.unionrecorder.com/news/gsp-trooper-first-class-1-stephens-honored-with-valor-award/article_fdcf9924-c722-11ed-8585-c3223ee58560.html,high
197,2026-08-14,2023-12-15,West Allis,WI,vehicle theft,LPR hit located stolen vehicle,"arrest, charges filed","A Flock camera detected a stolen vehicle in West Allis on December 15, 2023, leading police to initiate a traffic stop. The driver fled at high speed, crashed into seven vehicles, and was apprehended after fleeing on foot into a nearby credit union.",fox6now.com,https://www.fox6now.com/news/west-allis-police-chase-crash-menomonee-falls-man,,high
198,2026-08-14,2023-01-02,Snellville,GA,abduction/missing person,Flock camera photo located missing person's vehicle,missing person found,"An 80-year-old man with dementia left his home in a gray Ford F-150 on January 2, 2023. A Flock camera captured his vehicle along Georgia Highway 36 in Newton County, and he was subsequently found after driving around metro Atlanta.",fox5atlanta.com,https://www.fox5atlanta.com/news/snellville-missing-man-robert-sellers-matties-call,,high
199,2026-08-14,2022-10,Akron,OH,abduction/missing person,NCIC alert triggered by LPR match on missing person's vehicle,missing person located and reunited with family,"A 73-year-old woman with dementia missing from Illinois was located in Akron when her vehicle passed a Flock Safety camera, which generated an alert through the NCIC database, allowing police to stop the vehicle and identify her within two miles.",akronlegalnews.com,https://www.akronlegalnews.com/editorial/33276,,high
200,2026-08-14,2023-03-27,Vacaville,CA,homicide,LPR identified suspect vehicle involved in homicide,two suspects arrested and charged with murder,"Flock Safety cameras identified a vehicle connected to the murder of Theodore Washington, whose burned body was found near Vacaville. The vehicle identification led to the arrest of two West Sacramento residents, Wendy Warren and Emmanuel Justin, who were charged with murder.",cbsnews.com,https://www.cbsnews.com/sacramento/news/theodore-washington-murder-solano-county-2-arrested-wendy-warren-emmanuel-justin/,https://www.kcra.com/article/west-sacramento-man-woman-arrested-body-found-solano-county/43472722 https://www.mercurynews.com/2023/04/02/two-arrested-in-murder-of-sacramento-man-found-dead-in-rural-vacaville/,high
201,2026-08-14,2023-03-12,Tysons,VA,vehicle theft,LPR alert located stolen vehicle in area,"vehicle recovered, suspects arrested","Fairfax County Police received a Flock Safety license plate reader alert on March 12 that a stolen 2018 BMW X5 was in the Tysons area. Officers located and staked out the vehicle, arrested two individuals who returned to it, and recovered a stolen firearm and other contraband.",fairfaxtimes.com,https://www.fairfaxtimes.com/articles/public_safety/public-safety---week-of-march-24-2023/article_2f67a50c-c9a4-11ed-98b3-6f8647de5187.html,,high
202,2026-08-14,2023-03,Odessa,TX,vehicle theft,LPR detection located suspect vehicles in car theft and burglary investigation,suspects tracked down,Odessa Police Department used Flock Safety cameras to track down two people wanted in connection with a string of car thefts and burglaries. The cameras' high-resolution license plate recognition capabilities helped OPD solve the cases.,cbs7.com,https://www.cbs7.com/2023/03/16/new-security-cameras-helping-opd-solve-crimes/,,high
203,2026-08-14,2023-03-15,Tulsa,OK,vehicle theft,Real-time alert identified stolen vehicle location,arrest,"Flock Safety Camera alerted Tulsa police to the location of a stolen truck near 51st and Peoria on March 15, 2023. Officers located the vehicle at a nearby gas station, conducted a traffic stop, and arrested the driver John Grace, who was found with heroin, marijuana, and a loaded handgun.",ktul.com,https://ktul.com/news/local/man-arrested-for-stolen-car-drug-charges-after-flock-safety-camera-alerts-police,,high
204,2026-08-14,2023-03,,OH,other,LPR alerts and footage identified suspect and stolen vehicles,"arrests made, stolen vehicles recovered","Richland County law enforcement agencies used Flock Safety cameras to assist in multiple arrests and vehicle recoveries, including locating a stabbing suspect, stolen vehicles, and a homicide suspect. The cameras provided real-time alerts and vehicle tracking that enabled deputies to locate suspects and property across their jurisdictions.",richlandsource.com,https://www.richlandsource.com/solutions/to-catch-a-thief-local-law-enforcement-using-high-tech-solutions-to-solve-crimes/article_33317194-b16d-11ed-b273-6b0c4fbd9077.html,,high
205,2026-08-14,2023-03-09,Macon,GA,vehicle theft,Flock alert identified stolen vehicle location,"2 arrests, vehicle recovered","Monroe County deputies received a Flock Safety alert for a stolen vehicle in the Estes and Zebulon Road area and located it on Whittle Road, leading to a brief chase that ended in a crash and the arrest of the driver and passenger.",41nbc.com,https://www.41nbc.com/2-arrested-in-by-monroe-county-deputies-after-brief-chase/,,high
206,2026-08-14,2023-01-31,Evans,GA,theft/larceny,"Flock system flagged suspect on shoplifter list, enabling identification of theft pattern",suspect identified,"Lowe's loss prevention staff reviewed their new Flock Safety security system and discovered a man driving a black Nissan Altima on a suspected shoplifter list. The system's alert enabled loss prevention to review CCTV and identify that the man had committed thefts on seven separate dates since January 31, totaling over $5,500 in merchandise.",news.yahoo.com,https://news.yahoo.com/man-accused-stealing-more-5-192506422.html,,high
207,2026-08-14,2023-01,Sikeston,MO,homicide,"LPR hit located suspect vehicle in Atlanta, Georgia",arrest,"In January 2023, Flock Safety cameras in Atlanta, Georgia identified the license plate of a vehicle connected to a double homicide in Sikeston, Missouri, leading investigators to the suspect and his arrest. The cameras proved crucial when investigators had limited initial leads.",wpsdlocal6.com,https://www.wpsdlocal6.com/news/police-getting-license-plate-recognition-cameras-in-sikeston-missouri/article_16c7e44a-b7b0-11ed-87a1-df2a5c0a01bd.html,,high
208,2026-08-14,2023-03-24,Campbell,CA,vehicle theft,Flock camera captured suspects driving stolen vehicle,arrest,"A man and woman were captured on a Flock camera on March 24 driving a stolen vehicle at San Tomas Expressway and Highway 17 in Campbell. The driver possessed methamphetamine, drug paraphernalia, burglary tools, and stolen ID information; the passenger possessed drug paraphernalia.",mercurynews.com,https://www.mercurynews.com/2023/03/28/campbell-crime-report-for-the-week-of-april-7/,,high
209,2026-08-14,2023-03-09,Hopkinsville,KY,vehicle theft,LPR hit identified stolen vehicle,arrest,Christopher Hawkins was arrested after a Hopkinsville police officer stopped him on Fort Campbell Boulevard based on a Flock camera alert indicating his 2001 Ford F150 was stolen. Hawkins was charged with felony receiving stolen property and driving on a suspended license.,whopam.com,https://whopam.com/2023/03/09/man-arrested-for-allegedly-possessing-stolen-pickup/,,high
210,2026-08-14,2023-03-03,,,vehicle theft,camera led to arrest of suspect,arrest,A Flock camera assisted in locating and leading to the arrest of a suspect involved in a stolen vehicle case.,mojo1029.com,https://www.mojo1029.com/2023/03/03/flock-camera-leads-to-the-arrest-of-stolen-vehicle-suspect/,,low
211,2026-08-14,2023-04-28,Hartselle,AL,abduction/missing person,license plate reader located suspect vehicle,alleged victim rescued,"A license plate reader led to the rescue of an alleged kidnapping victim in Hartselle, Alabama.",decaturdaily.com,https://www.decaturdaily.com/news/morgan_county/hartselle/license-plate-reader-leads-to-rescue-of-alleged-kidnapping-victim-in-hartselle/article_49e5abae-7ab5-5023-8a03-b0cdb650d96d.html,,low
212,2026-08-14,2023-04-25,Laurens,SC,vehicle theft,Real-time alerts on stolen vehicles led to traffic stops and arrests,three arrests,"Flock Safety cameras in Laurens, South Carolina helped police arrest three suspects in stolen vehicle cases within three days of installation. The system detected stolen vehicles and sent real-time alerts to officers, leading to vehicle recoveries and arrests.",wyff4.com,https://www.wyff4.com/article/south-carolina-license-plate-readers/43695831,,high
213,2026-08-14,2023-04-19,Evansville,IN,hit and run,LPR identified suspect vehicle near scene and confirmed damage,arrest,"Scott Lane was arrested for fatally striking a bicyclist while driving intoxicated in Evansville. Flock Safety cameras photographed Lane's truck near the crash scene minutes before 911 calls and showed damage matching eyewitness descriptions, helping police identify and apprehend the suspect.",news.yahoo.com,https://news.yahoo.com/police-evansville-man-accused-striking-175742894.html,,high
214,2026-08-14,2023-03-17,Arnold,MO,theft/larceny,LPR alert located suspect vehicle parked at restaurant,arrest,"Flock Safety cameras identified a pickup truck with stolen license plates connected to a March 17 shoplifting at Kohl's in Arnold, Missouri. The vehicle was located on March 26 parked at a Wendy's, leading to the arrest of a 37-year-old man and 41-year-old woman from Fenton.",myleaderpaper.com,https://www.myleaderpaper.com/news/police_fire/arnold-police-arrest-fenton-man-woman-for-shoplifting-at-kohls-thanks-to-flock-cameras/article_9fb25dae-d96a-11ed-9631-6f4800f5e274.html,,high
215,2026-08-14,2023-04-08,Centralia,WA,burglary,identified suspect vehicles through Flock Safety cameras,two suspects arrested,"Centralia police used Flock Safety cameras to identify suspect vehicles involved in a string of burglaries across the Puget Sound region. Officers apprehended two suspects, Deondre Jackson-Druden and Wanida Supatra Prommarin, during a burglary in progress on April 8, 2023.",chronline.com,"https://www.chronline.com/stories/bail-set-at-750000-for-suspects-in-string-of-centralia-thurston-county-burglaries,317164",,high
216,2026-08-14,2023-03-24,Festus,MO,vehicle theft,LPR footage captured stolen vehicle being driven,investigation ongoing,"A 2000 Toyota Camry Solara was stolen from a residence in Festus on March 24, 2023. A Flock Safety license plate-reading camera captured footage of someone driving the stolen vehicle at approximately 1:30 a.m. that morning.",myleaderpaper.com,https://www.myleaderpaper.com/news/police_fire/car-stolen-north-third-street-festus/article_788ae98a-d6ef-11ed-84a4-eb029fc26c53.html,,high
217,2026-08-14,2023-04,Sharonville,OH,shooting,LPR database match identified suspect vehicles,arrests made,"The Sharonville Police Department used Flock Safety license plate readers to solve a shooting, a pedestrian hit-and-run, and catalytic converter thefts, resulting in arrests in multiple cases over a two-month period.",wcpo.com,https://www.wcpo.com/news/crime/sharonville-police-department-uses-license-plate-readers-to-solve-crimes,,high
218,2026-08-14,2023-02,Sharonville,OH,vehicle theft,LPR database match identified suspect vehicles,multiple arrests,"Sharonville Police Department used Flock Safety license plate reading cameras to identify and arrest suspects in multiple crimes including catalytic converter thefts, a shooting, and a hit-skip crash within weeks of deployment.",whsv.com,https://www.whsv.com/2023/04/07/controversial-new-technology-sharonville-police-are-using-arrest-criminal-suspects/,https://www.fox19.com/2023/04/07/new-technology-sharonville-police-are-using-arrest-criminal-suspects/,high
219,2026-08-14,2023-04-06,Elizabethtown,NC,vehicle theft,ALPR alert detected stolen vehicle entry into town,arrest,"Elizabethtown Police received a Flock Safety ALPR notification of a stolen vehicle entering town on East Broad Street. The subsequent pursuit across Bladen County resulted in the driver's apprehension, and suspect Thomas Javie Kinlaw, III was charged with felony possession of a stolen motor vehicle and other offenses.",wwaytv3.com,https://www.wwaytv3.com/elizabethtown-police-arrest-driver-of-stolen-vehicle-after-16-mile-chase/,https://www.wect.com/2023/04/05/fairmont-man-arrested-after-leading-police-16-mile-chase-bladen-county/,high
220,2026-08-14,2023-04-01,Dayton,OH,vehicle theft,LPR alert identified stolen vehicle location,arrest,"Two teens were arrested after allegedly stealing a Hyundai Elantra in Dayton. A Flock Safety System camera alerted officers to the stolen vehicle at a gas station, leading to the suspects' apprehension.",whio.com,https://www.whio.com/news/local/watch-teens-taken-into-custody-after-allegedly-stealing-hyundai-running-police/D3VE6TAJTJC27AQI4O6NAU5O3Q/,,high
221,2026-08-14,2023-03-06,Costa Mesa,CA,burglary,LPR identified stolen vehicle linked to burglary suspect,stolen vehicle and e-bikes recovered,"On March 6, 2023, a Flock Safety license plate reader in Costa Mesa detected a stolen vehicle occupied by a burglary suspect from Santa Ana. The camera alert led to the recovery of the vehicle and a pair of stolen e-bikes that were returned to the bicycle shop.",latimes.com,https://www.latimes.com/socal/daily-pilot/news/story/2023-04-01/costa-mesa-installs-automated-cameras-looking-out-for-suspicious-vehicles-24-7,,high
222,2026-08-14,2023-04-21,Fairfield,CA,abduction/missing person,LPR system located suspect vehicle,"arrest, victim found","A woman was kidnapped and assaulted in Fairfield on April 21, 2023. Police used the FLOCK camera system to locate the suspect's vehicle, leading to the arrest of Corktney Tyrese Love, and the victim was subsequently found safe.",thereporter.com,https://www.thereporter.com/2023/04/27/man-arrested-in-fairfield-kidnapping-assault/,,high
223,2026-08-14,2023-04-11,Willowick,OH,vehicle theft,Real-time alert identified stolen vehicle location,"Suspect apprehended, charges pending","Flock cameras alerted Willowick police to a stolen vehicle near the Willowick/Eastlake border at approximately 3:30 a.m. on April 11, 2023. An officer located and attempted to stop the vehicle, which crashed head-on into the police cruiser; the driver was apprehended at the scene.",news-herald.com,https://www.news-herald.com/2023/04/11/stolen-vehicle-crashes-head-on-with-police-cruiser-in-willowick/,,high
224,2026-08-14,2023-04-09,Hopkinsville,KY,vehicle theft,LPR hit alerted police to stolen vehicle location,"vehicle recovered, suspect arrested","A Flock camera alert notified Hopkinsville police of a stolen red 2019 Mitsubishi Outlander in the area of North Main Street and the Bypass. Officers located the vehicle, confirmed it was stolen, and arrested the driver, 27-year-old Matthew Lynn of Madisonville, who was charged with felony receiving stolen property.",whopam.com,https://whopam.com/2023/04/08/stolen-vehicle-recovered-madisonville-man-arrested/,,high
225,2026-08-14,2023-01,Isle of Wight County,VA,homicide,LPR data tracked suspect vehicle across jurisdictions,charges filed,"Flock camera data helped investigators track a vehicle associated with the January 2023 homicide of Aonesty Selby across multiple jurisdictions, leading to charges against Andarius McClelland. The system allowed law enforcement to follow the suspect vehicle from Newport News through Hampton and into Isle of Wight County.",wtkr.com,https://www.wtkr.com/news/hampton-roads-law-enforcement-seeing-results-from-flock-safety-cameras,,high
226,2026-08-14,2023-05-11,Rose Hill,KS,homicide,LPR system assisted in locating suspect,arrest,"US Marshal officials arrested a murder suspect in Butler County on May 11, 2023, with assistance from Rose Hill's Flock cameras.",butlercountytimesgazette.com,https://www.butlercountytimesgazette.com/2023/05/22/rose-hill-flock-cameras-assist-in-murder-suspect-arrest/,,medium
227,2026-08-14,2023-05-10,Wichita,KS,homicide,LPR system helped isolate suspect vehicle leading to arrest,arrest,"Flock license-plate-reading cameras assisted Wichita police in solving a homicide in the Planeview area, leading to the arrest of 24-year-old Angel Lara. This marked the 11th homicide the Flock system helped to solve in Wichita.",kwch.com,https://www.kwch.com/2023/05/13/license-plate-reading-cameras-helping-wichita-police-solve-violent-crimes/,https://news.yahoo.com/arrest-made-fatal-shooting-south-165827315.html,high
228,2026-08-14,2023-05-03,Atlanta,GA,shooting,LPR tracking located suspect vehicle across county lines,suspect apprehended,"A 24-year-old shooter opened fire at an Atlanta medical center, wounding six people and killing one. Flock Safety's license plate reader system helped police track the suspect's vehicle from Atlanta into Cobb County, leading to the suspect's apprehension.",kxxv.com,https://www.kxxv.com/this-technology-helped-police-capture-atlanta-shooting-suspect,https://www.wsbtv.com/news/local/atlanta/police-found-atlanta-midtown-shooter-with-surveillance-technology/V7OOAAU36VC2LD4GAZQTDRW4GA/ https://www.wsbradio.com/news/local/police-found-atlanta-midtown-shooter-with-surveillance-technology/B2DHNXJSPNGLLJJG5YHNBFSYVM/ https://www.atlantanewsfirst.com/2023/05/04/camera-network-helped-find-midtown-mass-shooting-suspect-police-say/,high
229,2026-08-14,2023-05-28,Marietta,GA,vehicle theft,LPR identified stolen vehicle connected to break-ins,"three arrests, three guns recovered","A Flock camera on Bentley Road detected a stolen vehicle connected to multiple car break-ins in Marietta. Police pursued the vehicle, which crashed after a brief chase; three juvenile suspects were apprehended and three guns were recovered.",fox5atlanta.com,https://www.fox5atlanta.com/news/marietta-police-chase-stolen-car-juvenile-runaways-arrested,,high
230,2026-08-14,2023-05-22,West Chester,OH,burglary,LPR tracked suspect vehicle in burglary investigation,suspect arrested and charged,"Steven Sheangshang was tracked by West Chester's Flock license plate readers in connection with a series of car and garage robberies in the Beckett Ridge area. The tracking led to a traffic stop on I-75 near Georgetown, Kentucky, during which Deputy Caleb Conley was fatally shot.",yahoo.com,https://www.yahoo.com/entertainment/suspect-accused-shooting-deputy-faces-024430705.html,https://news.yahoo.com/suspect-accused-shooting-deputy-faces-024430705.html https://www.yahoo.com/news/suspect-accused-shooting-deputy-faces-024430705.html,high
231,2026-08-14,2023-05-25,Beaver Dam,WI,vehicle theft,LPR identified stolen vehicle,"arrest, vehicle recovered","Beaver Dam police were alerted by the Flock Camera System to a stolen vehicle on Highway 151, initiating a pursuit that ended when the suspect vehicle crashed into a tree. The driver was arrested on suspicion of operating while intoxicated and drug-related offenses.",postcrescent.com,https://www.postcrescent.com/story/news/crime/2023/05/24/appleton-man-in-custody-following-crash-in-stolen-car-sheriff-says/70254826007/,https://kfiz.com/wanted-man-eluding-officer-in-stolen-car-crashes-seriously-injured/,high
232,2026-08-14,2023-05-10,Midland,TX,homicide,LPR captured suspect vehicle license plate at crime-related location,arrest,"Madeline Pantoja was found dead near Midland, Texas on May 20, 2023, and her boyfriend Mario Chacon was arrested for her murder. A Flock camera recorded Chacon's vehicle license plate in the area at 3:22 a.m. on May 12, corroborating investigative evidence that helped establish his presence near the body disposal location.",kcbd.com,https://www.kcbd.com/2023/05/22/phone-records-traffic-cameras-used-arrest-mario-chacon-death-madeline-pantoja/,https://www.kwtx.com/2023/05/22/phone-records-traffic-cameras-used-arrest-mario-chacon-death-madeline-pantoja/ https://www.cbs7.com/2023/05/22/phone-records-traffic-cameras-used-arrest-mario-chacon-jr-death-madeline-pantoja/,high
233,2026-08-14,2023-04-19,Lake Forest,IL,other,"LPR alert detected sex offender's vehicle near school, triggered rapid police response","arrest, felony charge filed","On April 19, 2023, a Flock camera alerted Lake Forest police that a vehicle registered to a sex offender was near Lake Forest Academy. Officers conducted a stop and discovered the driver had entered school property in violation of his sex offender status, leading to his arrest and May 16 felony charge.",chicagotribune.com,http://www.chicagotribune.com/suburbs/lake-forest/ct-lfr-predator-school-grounds-tl-0525-20230523-ivnp7tt4h5apddljreei7mt2dy-story.html,,high
234,2026-08-14,2023-05-09,Evansville,IN,fugitive apprehension,LPR image identified Cadillac plate number at car wash,fugitives apprehended,"U.S. marshals tracking escaped Alabama inmate Casey White and jail officer Vicky White used a Flock automatic license plate reader image from a car wash to obtain the Cadillac's plate number, which confirmed the suspects' vehicle and location at Motel 41 in Evansville, leading to their apprehension on May 9, 2023.",gadsdentimes.com,https://www.gadsdentimes.com/story/news/local/2023/05/10/the-alabama-fugitives-part-4-casey-white-vicky-white-evansville-walks-with-a-waddle/70153603007/,https://www.tuscaloosanews.com/story/news/local/2023/05/10/the-alabama-fugitives-part-4-casey-white-vicky-white-evansville-walks-with-a-waddle/70153603007/ https://www.montgomeryadvertiser.com/story/news/local/2023/05/10/the-alabama-fugitives-part-4-casey-white-vicky-white-evansville-walks-with-a-waddle/70153603007/ https://www.courierpress.com/story/news/local/2023/05/10/the-alabama-fugitives-part-4-casey-white-vicky-white-evansville-walks-with-a-waddle/70153603007/,high
235,2026-08-14,2023-05-19,Camden,SC,drug offense,Flock alert identified stolen vehicle entering city limits,"arrest, methamphetamine seized",Camden Police responded to a Flock alert about a stolen vehicle and arrested Raymond Luke Edward Watkins on drug charges after seizing approximately 9.6 grams of methamphetamine. The Flock camera system enabled officers to locate and apprehend the suspect.,pmg-sc.com,https://www.pmg-sc.com/camden/camden/article_5503dc4a-68b1-547b-92dc-c3614ddf1c86.html,https://www.wistv.com/2023/05/16/flock-camera-system-led-arrest-man-camden/,high
236,2026-08-14,2023-05-15,Paris,TX,vehicle theft,LPR hit detected stolen vehicle,vehicle recovered,"A 2013 GMC Sierra 1500 truck was reported stolen from a motel. A Flock camera recorded the vehicle heading westbound on Bonham Street at 8:20 am, and the victim later recovered the truck in Honey Grove.",easttexasradio.com,https://easttexasradio.com/paris-police-report-for-tuesday-may-16/,,high
237,2026-08-14,2023-06-06,Wichita,KS,shooting,LPR system located suspect vehicle fleeing to Oklahoma,arrest,"A 45-year-old man shot a pedestrian in Wichita on June 6, 2023, critically injuring him. Wichita police used Flock Safety's license plate reader to track the suspect's white Audi heading south toward Oklahoma, and the suspect was subsequently arrested by Norman police.",news.yahoo.com,https://news.yahoo.com/wichita-police-surveillance-cameras-help-195402386.html,,high
238,2026-08-14,2023-06-05,Sand Springs,OK,vehicle theft,LPR hit located stolen vehicles,"arrests made, vehicles recovered","Sand Springs police used newly installed Flock Safety cameras to locate a stolen U-Haul and motorcycle on June 5, leading to two arrests, and recovered another stolen car on June 10 through Flock camera alerts at different locations around the city.",kjrh.com,https://www.kjrh.com/news/local-news/sand-springs-boasts-crime-fighting-traffic-cameras,,high
239,2026-08-14,2023-06-11,Evansville,IN,abduction/missing person,LPR hit triggered Missing Persons-NCIC alert and located suspect vehicle,"children recovered, suspect arrested","Flock Safety cameras detected a vehicle matching a Missing Persons alert as it crossed into Warrick County, Indiana on June 11, 2023. The LPR hit led deputies to locate and stop the vehicle, rescuing four missing children ages 2-9 and arresting non-custodial parent Danielle Cleary who had fled Nebraska with them.",courierpress.com,https://www.courierpress.com/story/news/local/2023/06/12/flock-cameras-lead-to-recovery-of-missing-nebraska-children-in-warrick-county-danielle-cleary-flock/70314640007/,https://news.yahoo.com/sheriff-flock-cameras-lead-recovery-200830342.html https://wibc.com/153148/missing-children-found-in-indiana-nebraska-woman-arrested/ https://www.14news.com/2023/06/12/sheriff-4-children-missing-nebraska-found-with-woman-warrick-co/,high
240,2026-08-14,2023-06-05,Fairfield,CA,vehicle theft,LPR tracking located stolen vehicle in real-time,arrest,"A woman stole a car being cleaned at a Fairfield car wash on June 5, 2023. Police used Flock Safety license plate reading to track the vehicle and successfully stopped it, leading to the arrest of 39-year-old Davina Wilson.",kcra.com,https://www.kcra.com/article/woman-arrested-stealing-vehicle-cleaned-fairfield-car-wash-police-say/44099012,,high
241,2026-08-14,2023-06-02,Wichita,KS,shooting,LPR alert identified suspect vehicle and license plate,"investigation ongoing, suspect vehicle identified","A 17-year-old was shot in the chest at Keeper of the Plains parking lot in Wichita early Friday morning. Police used the Flock Safety license plate reader system to identify a suspect vehicle and tag, which they are actively following up on.",news.yahoo.com,https://news.yahoo.com/police-still-investigating-keeper-plains-162553588.html,,high
242,2026-08-14,2023-06-26,Spokane,WA,vehicle theft,Flock alert detected stolen vehicle with California plates,arrests for false statements and vehicle theft,"A Flock camera alert notified Spokane County deputies of a possibly stolen rental vehicle in north Spokane early on June 26, 2023. Deputies located the vehicle at a Circle K and detained the occupants, leading to arrests of the driver and passenger for making false statements and vehicle theft.",kxly.com,https://www.kxly.com/news/duo-in-reported-stolen-vehicle-booked-for-making-false-statements-to-deputies/article_6635a062-146c-11ee-938a-ab7d24bf021d.html,,high
243,2026-08-14,2023-06-15,Cape Girardeau,MO,theft/larceny,License check via Flock camera system located suspect vehicle,3 arrests,"Three men were arrested in connection with a check fraud investigation in Cape Girardeau, Missouri. Officers used the Flock camera system to conduct a license check that located the suspect vehicle, leading to the apprehension of all three suspects.",kfvs12.com,https://www.kfvs12.com/2023/06/20/3-arrested-connection-with-check-fraud-investigation-cape-girardeau/,,high
244,2026-08-14,2023-06-20,Hazleton,PA,vehicle theft,LPR hit alert for stolen vehicle registration,"arrest, stolen vehicle recovered","Hazleton police received a Flock Camera System notification indicating a hit for a stolen vehicle registration on a Silver Nissan Sentra. The stop led to a chase that ended when the driver crashed into four vehicles, and Amy Gancio was arrested and charged with fleeing and eluding, receiving stolen property, and drug offenses.",standardspeaker.com,https://www.standardspeaker.com/news/police-said-woman-who-fled-hazleton-traffic-stop-in-stolen-car-hit-4-other-vehicles/article_5832c068-8d63-59f0-9d4b-c07e14dbecf9.html,,high
